cell_actin_mean	cell_area	cell_id	cell_tubulin_mean
0.0963304130163	1175	1	0.159976637463
0.156754974864	3093	2	0.16205219883
0.145514769581	3463	3	0.206930407161
0.135026262373	1874	4	0.190133299851
0.123710110349	3353	5	0.161707104554
0.168885562123	2279	6	0.23705443564
0.114727678071	4723	7	0.17221689438
0.135508540214	2405	8	0.182666829726
0.113578091969	3033	9	0.157963059935
0.112630410655	2120	10	0.150921198668
0.135356248744	2146	11	0.186742320414
0.118180870363	2821	12	0.164792070674
0.208568313593	2374	13	0.332117547946
0.180329923462	4537	14	0.223551884937
0.147838537174	3410	15	0.210604335576
0.121505559445	3109	16	0.16568974325
0.13366341695	2685	17	0.201396282908
0.130091079028	2465	18	0.19444616792
0.120915817307	2499	19	0.181959842761
0.148318422112	3557	20	0.227341833557
0.178226598222	1398	21	0.308426603832
0.108660333699	3220	22	0.160494458653
0.130507424209	2373	23	0.156150483792
0.127234198027	3220	24	0.18212154427
0.136248682824	3796	25	0.171359945453
0.181495699359	4076	26	0.298793511516
0.114925629917	3761	27	0.18135977603
0.11868879003	4747	28	0.164448960541
0.137633720155	2940	29	0.1910430839
0.124592559457	1315	30	0.158001938418
0.123591551134	3755	31	0.162012480092
0.132048917128	4305	32	0.212995377013
0.146351460341	2966	33	0.228659447596
0.132700605898	1754	34	0.160068862209
0.136391200067	3033	35	0.179691368799
0.119552517324	2091	36	0.164486454553
0.111025499908	3634	37	0.174902608264
0.118189071294	4522	38	0.158435882093
0.126698997893	4876	39	0.214865125706
0.126701787481	5114	40	0.211628210142
0.120255703297	4331	41	0.18301438331
0.139148301574	1775	42	0.193126760563
0.119861750707	2031	43	0.176628918431
0.161317889209	5571	44	0.204482597203
0.129158760278	4526	45	0.180507395181
0.123210712857	2744	46	0.177175155777
0.129977801313	3277	47	0.180215046043
0.122607145625	3289	48	0.186377646224
0.120621289035	3233	49	0.17288986736
0.121601477102	3462	50	0.179496154325
0.133833346423	1498	51	0.171753187256
0.129728925147	3425	52	0.175886646629
0.119036276025	3235	53	0.146673940055
0.244483465028	2010	54	0.182169544435
0.134580965143	2546	55	0.166623538653
0.137742571255	1552	56	0.231630280978
0.143805820758	3056	57	0.202703777846
0.123484216382	2256	58	0.18393651787
0.133180434629	1385	59	0.164244354782
0.279106426811	2132	60	0.104015377258
0.129097363083	1160	61	0.172714672076
0.125267137386	2391	62	0.178970157699
0.119393658364	3552	63	0.154377539304
0.126565023982	3156	64	0.174673823902
0.116788830716	3820	65	0.166002463813
0.14515316765	2632	66	0.25997675666
0.156973300436	4363	67	0.217815588303
0.150255321971	1774	68	0.190686827155
0.139559626056	2993	69	0.21173325996
0.11271474186	3488	70	0.153967665048
0.136381184598	2702	71	0.201716956213
0.120502504032	3465	72	0.177486913958
0.122344820998	4926	73	0.178418635014
0.118076658978	3341	74	0.160598857921
0.114706920904	3776	75	0.168716766368
0.120511917342	1336	76	0.286289186333
0.125821186003	2962	77	0.166897035654
0.120236655073	3112	78	0.18000655275
0.119789092107	2737	79	0.144751302055
0.137382706084	1749	80	0.23225148264
0.153745640549	2530	81	0.22188173293
0.119985970912	3578	82	0.20455397363
0.112653369244	1507	83	0.173563891383
0.119616107771	1898	84	0.151443211637
